MM03,ARI Status,Material,Material Type,Product home,Material Description Andritz,Basic material,Code Material,Andritz Standard Text,Andritz Material Code,Material Group,Product hierarchy,Follow up material,X-plant matl status,Andrtiz Reuse Indicator,Base Unit of Measure,Net Weight,Weight unit,Length,Width,Height,Diameter,Thickness,Unit of Dimension,Created by,Created On
@A6@,,100002157,ZSTD,9008,HEX NUT ISO4032 |- M36 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002097,30,3,PC,0.390,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002158,ZSTD,9008,HEX NUT ISO4032 |- M8 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,131122319,30,3,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002159,ZSTD,9008,HEX NUT ISO4032 | - M48 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.977,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002160,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,21,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002161,ZSTD,9008,HEX NUT ISO4032 | - M48 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400013,1000 09 08 000,210401000,9008,,30,21,PC,0.977,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002162,ZSTD,9008,HEX NUT ISO4032 | - M8 - | 04 ISO898-2 | ZINC-PLATED |,04 ISO898-2,,400013,2500 40 08 000,210401000,9008,,30,302,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002163,ZSTD,9008,HEX NUT ISO4032 | - M42 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400013,1150 10 08 000,210401000,9008,,30,21,PC,0.652,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002164,ZSTD,9008,HEX NUT ISO4032 | - M36 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,243,PC,0.393,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002165,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 04 ISO898-2 | ZINC-PLATED |,04 ISO898-2,,400013,2500 40 08 000,210401000,9008,,30,755,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002166,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,959,PC,0.207,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002167,ZSTD,9008,HEX NUT ISO4032 | - M10 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,97,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002168,ZSTD,9008,HEX NUT ISO4032 | - M6 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002169,ZSTD,9008,HEX NUT (ISO4032) | - M52 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,1.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002170,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 5 ISO898-2 |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,21,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002172,ZSTD,9008,HEX NUT ISO4032 |- M36 |-HOT DIP GALVANIZED | 8 ISO898-2 |AMC 2500 45 08 000,8 ISO898-2,,200,2500 45 08 000,210401000,9008,131003204,90,1,PC,0.390,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002173,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 6 ISO898-2 | ZINC-PLATED |,6 ISO898-2,,400013,2500 44 08 000,210401000,9008,,30,21,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002174,ZSTD,9008,HEX NUT ISO4032 | - M20 - | PVDF |,PVDF,,400013,6008 00 00 000,511100000,9008,,30,21,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002175,ZSTD,9008,HEX NUT ISO4032 | - M48 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,450,PC,0.977,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002176,ZSTD,9008,HEX NUT ISO8673 | - M12X1.5 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,91,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002177,ZSTD,9008,HEX NUT ~ISO8673 | - M24X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002178,ZSTD,9008,HEX NUT ISO4032 | - M24 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400013,1150 10 08 000,210401000,9008,,30,21,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002179,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 1150 10 08 000,,,200,1150 10 08 000,210401000,9008,,90,1,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002180,ZSTD,9008,HEX NUT ISO4032 | - M30 - | A4-80 ISO3506-2 |,A4-80 ISO3506-2,,400013,1000 10 08 000,210401000,9008,,30,766,PC,0.229,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002181,ZSTD,9008,HEX NUT ISO4032 |- M24 |-GALVANIZED-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002182,90,1,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002182,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,970,PC,0.092,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002183,ZSTD,9008,HEX NUT ISO4032 | - M56 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,436,PC,1.420,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002185,ZSTD,9008,HEX NUT ISO4032 |- M10 |AMC 1050 09 08 000,,,200,1050 09 08 000,210401000,9008,131073450,30,3,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002186,ZSTD,9008,HEX NUT ISO4032 | - M16 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,820,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002187,ZSTD,9008,HEX NUT ISO4032 | - M24 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,581,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002188,ZSTD,9008,HEX NUT ISO8673 |- M16X1.5 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,131709776,30,3,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002189,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 5 ISO898-2 |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,34,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002190,ZSTD,9008,HEX NUT ISO4032 | - M30 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,361,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002191,ZSTD,9008,HEX NUT ISO4032 | - M48 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400013,1150 10 08 000,210401000,9008,,30,333,PC,0.993,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002192,ZSTD,9008,HEX NUT (ISO8673) | - M18X1.5 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,21,PC,0.050,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002193,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,100002084,30,3,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002194,ZSTD,9008,HEX NUT ISO8673 | - M10X1 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400138,1050 08 08 000,210401000,9008,,30,22,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002195,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002094,30,3,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002196,ZSTD,9008,HEX NUT ISO4032 | - M20 - | 8 ISO898-2 | A2A |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.064,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002197,ZSTD,9008,HEX NUT ISO4032 |- M24 |AMC 1000 09 08 000,,,200,1000 09 08 000,25270300,9008,100002086,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002198,ZSTD,9008,HEX NUT ISO4032 |- M72 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002108,30,3,PC,2.670,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002199,ZSTD,9008,HEX NUT ISO4032 | - M6 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,945,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002200,ZSTD,9008,HEX NUT (ISO4032) | - M45 - LH | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002201,ZSTD,9008,HEX NUT ISO4032 |- M36 |AMC 5003 00 05 000,,,200,5003 00 05 000,210401000,9008,,90,1,PC,0,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002202,ZSTD,9008,HEX NUT ISO4032 | - M20 - LH | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,26,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002203,ZSTD,9008,HEX NUT ISO4032 |- M16 |AMC 1000 09 08 000,,,200,1000 09 08 000,210401000,9008,100002084,30,3,PC,0.035,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002204,ZSTD,9008,HEX NUT ISO4032 |- M30 |AMC 2500 47 08 000,,,200,2500 47 08 000,210401000,9008,131076889,30,3,PC,0.223,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002205,ZSTD,9008,HEX NUT ISO4032 | - M16 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400013,1050 08 08 000,210401000,9008,,30,994,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002206,ZSTD,9008,HEX NUT ISO4032 | - M20 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400013,1050 08 08 000,210401000,9008,,30,996,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002207,ZSTD,9008,HEX NUT ISO4032 | - M20 - LH | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002208,ZSTD,9008,HEX NUT (ISO4032) | - M14 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,963,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002209,ZSTD,9008,HEX NUT ISO4032 | - M12 - | ELTEX P BP CHEMICALS |,ELTEX P BP CHEMICALS,,400013,6200 00 00 000,210401000,9008,,30,21,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002210,ZSTD,9008,HEX NUT ISO4032 |- M20 | A2-70 ISO3506-2 |AMC 1050 09 08 000,A2-70 ISO3506-2,,200,1050 09 08 000,210401000,9008,131072378,30,3,PC,0.060,KG,0,0,0,0,0,MM,GRZFRA09,7/12/2005
@A6@,,100002211,ZSTD,9008,HEX NUT ISO4032 |- M5 | A2-70 ISO3506-2 |AMC 1050 09 08 000,A2-70 ISO3506-2,,200,1050 09 08 000,210401000,9008,131126155,30,3,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002213,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,34,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002215,ZSTD,9008,HEX NUT ISO8673 | - M20X1.5 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,21,PC,0.072,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002216,ZSTD,9008,HEX NUT ISO4032 |- M4 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002130,30,3,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002217,ZSTD,9008,HEX NUT (ISO4032) | - M27 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400013,2500 43 08 000,210401000,9008,,30,91,PC,0.165,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002218,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,318,PC,0.636,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002219,ZSTD,9008,HEX NUT ISO4032 |- M20 | A4-70 ISO3506-2 |AMC 1000 09 08 000,A4-70 ISO3506-2,,200,1000 09 08 000,210401000,9008,100002085,30,3,PC,0.064,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002223,ZSTD,9008,HEX NUT ISO4032 | - M64 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,21,PC,1.980,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002224,ZSTD,9008,HEX NUT ISO4032 | - M24 - | 1.4539 |,1.4539,,400013,1022 00 08 000,210401000,9008,,30,21,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002225,ZSTD,9008,HEX NUT ISO8673 | - M10X1 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400138,1000 08 08 000,210401000,9008,,30,808,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002226,ZSTD,9008,HEX NUT ISO4032 | - M16 - LH | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.033,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002227,ZSTD,9008,HEX NUT ISO4032 | - M12 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,709,PC,0.010,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002228,ZSTD,9008,HEX NUT ISO4032 | - M10 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,127,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002229,ZSTD,9008,HEX NUT ISO4032 | - M10 - | 10 ISO898-2 | ZINC-PLATED |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,42,PC,0.012,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002230,ZSTD,9008,HEX NUT ISO4032 | - M56 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,24,PC,1.400,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002231,ZSTD,9008,HEX NUT ISO8673 | - M30X2 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.240,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002232,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,36,PC,0.123,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002233,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 10 ISO898-2 | ZINC-PLATED |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,21,PC,0.288,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002234,ZSTD,9008,HEX NUT ISO4032 | - M48 - | 10 ISO898-2 | ZINC-PLATED |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,119,PC,0.990,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002235,ZSTD,9008,HEX NUT ISO4032 | - M8 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400013,1050 08 08 000,210401000,9008,,30,977,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002236,ZSTD,9008,HEX NUT ISO4032 | - M12 - | A2-50 ISO3506-2 |,A2-50 ISO3506-2,,400013,1050 08 08 000,210401000,9008,,30,984,PC,0.016,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002237,ZSTD,9008,HEX NUT ISO4032 | - M16 - | 12 ISO898-2 | ZINC-PLATED |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,23,PC,0.030,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002238,ZSTD,9008,HEX NUT (ISO4032) | - M33 - | 12 ISO898-2 | ZINC-PLATED |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,21,PC,0.300,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002239,ZSTD,9008,HEX NUT (ISO4032) | - M22 - | A2-70 ISO3506-2 |,A2-70 ISO3506-2,,400013,1050 09 08 000,210401000,9008,,30,562,PC,0.070,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002240,ZSTD,9008,HEX NUT ~ISO4032 |- M36 |AMC 5003 00 05 000,,,200,5003 00 05 000,210401000,9008,,90,1,PC,0.393,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002241,ZSTD,9008,HEX NUT ISO4032 |- M24 |-GALVANIZED-GALVANIZED |AMC 2500 45 08 000,,,200,2500 45 08 000,25270300,9008,100002182,90,1,PC,0.110,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002242,ZSTD,9008,HEX NUT ISO4032 | - M36 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,30,PC,0.448,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002243,ZSTD,9008,HEX NUT ISO4032 | - M42 - | 10 ISO898-2 |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,63,PC,0.650,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002244,ZSTD,9008,HEX NUT ISO4032 |- M20 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,100002093,30,3,PC,0.064,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002245,ZSTD,9008,HEX NUT ISO4032 | - M20 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,452,PC,0.060,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002246,ZSTD,9008,HEX NUT ~ISO8673 | - M30X1.25 - | 5 ISO898-2 | ZINC-PLATED |,5 ISO898-2,,400138,2500 43 08 000,210401000,9008,,30,21,PC,0.223,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002247,ZSTD,9008,HEX NUT ISO4032 | - M12 - | 12 ISO898-2 |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,23,PC,0.017,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002248,ZSTD,9008,HEX NUT ~ISO8673 | - M42X1.5 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400138,2500 45 08 000,210401000,9008,,30,21,PC,0.652,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002251,ZSTD,9008,HEX NUT ISO4032 | - M8 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,713,PC,0.006,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002252,ZSTD,9008,HEX NUT ISO4032 | - M6 - | A4-50 ISO3506-2 |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,,30,320,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002253,ZSTD,9008,HEX NUT ISO8673 | - M56X4 - | 10 ISO898-2 |,10 ISO898-2,,400138,2500 47 08 000,210401000,9008,,30,21,PC,1.428,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002254,ZSTD,9008,HEX NUT ISO4032 | - M2.5 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400013,1000 09 08 000,210401000,9008,,30,21,PC,0.001,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002255,ZSTD,9008,HEX NUT (ISO4032) | - M45 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002256,ZSTD,9008,HEX NUT ~ISO4032 | - M90X4 - | 8 ISO898-2 |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,21,PC,4.700,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002260,ZSTD,9008,HEX NUT ISO4032 | - M6 - | 12 ISO898-2 |,12 ISO898-2,,400013,2500 48 08 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002261,ZSTD,9008,HEX NUT ISO8673 | - M24X2 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400138,1150 10 08 000,210401000,9008,,30,21,PC,0.121,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002262,ZSTD,9008,HEX NUT ISO4032 | - M30 - | 10 ISO898-2 | ZINC-PLATED |,10 ISO898-2,,400013,2500 47 08 000,210401000,9008,,30,182,PC,0.220,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002263,ZSTD,9008,HEX NUT ISO8673 | - M42X3 - | C3-80 ISO3506-2 |,C3-80 ISO3506-2,,400138,1150 10 08 000,210401000,9008,,30,21,PC,0.630,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002265,ZSTD,9008,HEX NUT ISO4032 | - M8 - | ELTEX P BP CHEMICALS |,ELTEX P BP CHEMICALS,,400013,6200 00 00 000,210401000,9008,,30,21,PC,0.003,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002267,ZSTD,9008,HEX NUT (ISO4032) | - M39 - | 8 ISO898-2 | ZINC-PLATED |,8 ISO898-2,,400013,2500 45 08 000,210401000,9008,,30,117,PC,0.500,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002268,ZSTD,9008,HEX NUT ISO4032 | - M20 - | A4-50 ISO3506-2 | ZINC-PLATED |,A4-50 ISO3506-2,,400013,1000 08 08 000,210401000,9008,100002245,30,3,PC,0.064,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002269,ZSTD,9008,HEX NUT ~ISO8673 | - M24X1.5 - | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400138,1000 09 08 000,210401000,9008,,30,21,PC,0.125,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002270,ZSTD,9008,HEX NUT ISO4032 | - M8 - LH | A4-70 ISO3506-2 |,A4-70 ISO3506-2,,400013,1000 09 08 000,210401000,9008,,30,21,PC,0.005,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
@A6@,,100002271,ZSTD,9008,HEX NUT ISO4032 |- M45 |AMC 2500 45 08 000,,,200,2500 45 08 000,210401000,9008,,90,1,PC,0.800,KG,0.000,0.000,0.000,0.000,0.000,,GRZFRA09,7/12/2005
